"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","10344707","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",0.906600982434849,8.44457547709477,8.56527601152527,2.6935231222919e-07,4.82514290350561e-07,6.47276889497653
"2","10344725","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",4.35282923683693,8.63152521903759,35.918913596454,1.89111335099012e-16,5.99837516017179e-14,28.0553769809558
"3","10344837","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",-1.62152336147406,7.80449922309202,-17.0183380021035,1.65573935955542e-11,1.40281757090881e-10,16.5845764198141
"4","10344879","A830018L16Rik","320492","RIKEN cDNA A830018L16 gene",0.771706017438185,3.98711218448705,3.39127346724176,0.00383221013551681,0.0040755378117661,-3.36611566143722
"5","10344897","Sulf1","240725","sulfatase 1",-2.22721695667989,7.21303995317427,-14.6251718356594,1.55044254615627e-10,8.33480059584256e-10,14.2617540752292
"6","10344939","Terf1","21749","telomeric repeat binding factor 1",-1.22321233798192,6.5427299904987,-8.4195167263003,3.36709376820241e-07,5.9230505627824e-07,6.23973525893391
"7","10344960","Tmem70","70397","transmembrane protein 70",1.27532926689591,7.06167241796585,9.82512126548362,4.33145596660351e-08,9.78395988010709e-08,8.38212634274599
"8","10344966","Ly96","17087","lymphocyte antigen 96",-0.877552276700301,6.35274319793417,-5.85904360140062,2.65739723417535e-05,3.31114435635646e-05,1.69627513452602
"9","10344981","Pi15","94227","peptidase inhibitor 15",-4.73868279839829,5.86043076687328,-35.7674852777188,2.01873418023526e-16,6.02651527334937e-14,27.9924075273893
"10","10344990","Crispld1","83691","cysteine-rich secretory protein LCCL domain containing 1",-0.434246840403129,5.05742901072831,-3.1885984854158,0.00584866098932937,0.00617216771071877,-3.78438853431374
"11","10345058","Tmem14a","75712","transmembrane protein 14A",0.433101220513217,5.10200925192294,2.48211052058211,0.0248358236878461,0.0258070854250243,-5.18523896752855
"12","10345065","Gsta3","14859","glutathione S-transferase, alpha 3",3.29708998151142,7.95384009302368,24.5425864669604,6.5963332696976e-14,1.92604459044473e-12,22.2526747971978
"13","10345074","Cetn4","207175","centrin 4",-1.28070842806971,4.67791086371588,-2.42647651153454,0.0277420615881907,0.0287857212349351,-5.28992981383518
"14","10345203","Paox","212503","polyamine oxidase (exo-N4-amino)",1.59392293228877,7.70725847358764,20.0249247621503,1.44615679373915e-12,2.06739316288062e-11,19.1005914513782
"15","10345241","Dst","13518","dystonin",1.0519852429878,8.3414211105222,8.69173188225347,2.22390665372815e-07,4.04963267587742e-07,6.67283100860501
"16","10345387","Prss39","21755","protease, serine 39",-1.04888917324488,4.57722435373079,-1.85235347775354,0.0829494198183106,0.084804251728027,-6.29635471703614
"17","10345580","Inpp4a","269180","inositol polyphosphate-4-phosphatase, type I",-1.22360241299839,7.18136252230516,-11.6578781901552,4.04903417120888e-09,1.29156809672439e-08,10.8589415279783
"18","10345616","Lipt1","623661","lipoyltransferase 1",1.05195215194837,4.63275383674723,6.27374040113573,1.23349391116948e-05,1.59652680417881e-05,2.49103732202636
"19","10345620","Mrpl30","107734","mitochondrial ribosomal protein L30",1.38660534227144,7.35131770309643,15.4513229742373,6.92029366667069e-11,4.40658599226521e-10,15.1006709542108
"20","10345777","Il1rl2","107527","interleukin 1 receptor-like 2",-3.70370762259083,5.64181685632526,-26.0797348654556,2.60669576258234e-14,1.07552691017117e-12,23.1905455497305
"21","10345791","Il1rl1","17082","interleukin 1 receptor-like 1",-2.58932874258855,5.66514686608611,-16.6910142059562,2.20989852983485e-11,1.76896451717853e-10,16.2854412685494
"22","10345807","Il18r1","16182","interleukin 18 receptor 1",-1.03146154853098,3.61936007824568,-6.60036964737927,6.85183461343455e-06,9.20896733664734e-06,3.10112759488911
"23","10345824","Il18rap","16174","interleukin 18 receptor accessory protein",-1.4764359836589,4.54899271582129,-7.04488017431697,3.15149875997693e-06,4.50658106702815e-06,3.90846787956841
"24","10345882","Mrps9","69527","mitochondrial ribosomal protein S9",0.734880464370645,6.01679411406339,6.56499604736661,7.2971227485039e-06,9.79188205940172e-06,3.03574202843591
"25","10346015","Col3a1","12825","collagen, type III, alpha 1",-2.06087502998937,10.891653575885,-16.3382082556437,3.03400230579894e-11,2.30478243303551e-10,15.9568027329303
"26","10346150","Tmeff2","56363","transmembrane protein with EGF-like and two follistatin-like domains 2",-2.45139866366425,6.22112450777419,-19.3245822794938,2.47221694637076e-12,3.16032770852181e-11,18.5489280268682
"27","10346168","Stat4","20849","signal transducer and activator of transcription 4",-2.63976337445404,4.80757254976257,-7.03965508146314,3.1799050091299e-06,4.53705720660164e-06,3.89913185510691
"28","10346235","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",3.42191327107496,7.68567948884464,15.9207838515469,4.44989978372008e-11,3.08514226808462e-10,15.5593378090568
"29","10346260","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",1.61369478432914,5.38755667631947,12.2557691529972,1.99236633696215e-09,6.99257203325236e-09,11.5995741686919
"30","10346330","Plcl1","227120","phospholipase C-like 1",-0.66364098964956,6.15705436306575,-3.33550164980988,0.00430562256663393,0.0045675239393117,-3.48166568868253
"31","10346340","Maip1","68115","matrix AAA peptidase interacting protein 1",1.41746311961819,5.70290771432826,6.37316672908145,1.02977051934969e-05,1.34866719630959e-05,2.67825052339677
