"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","10344707","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",0.882637517679385,8.44457547709477,8.33887686371962,3.81384030999395e-07,6.01281129954001e-07,6.12645935849138
"2","10344725","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",4.26123320594946,8.63152521903759,35.1630764753048,2.6270120896269e-16,8.40551198845871e-14,27.7286659924244
"3","10344837","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",-2.07860430612825,7.80449922309202,-21.815529455068,3.9596010999332e-13,6.63200514262739e-12,20.4356770592419
"4","10344879","A830018L16Rik","320492","RIKEN cDNA A830018L16 gene",1.53014267232422,3.98711218448705,6.72423452518068,5.50354961132482e-06,7.12149777600037e-06,3.34613519795372
"5","10344897","Sulf1","240725","sulfatase 1",-3.1030570238457,7.21303995317427,-20.3764352877616,1.11216876724272e-12,1.43986135044816e-11,19.3789185978706
"6","10344939","Terf1","21749","telomeric repeat binding factor 1",-1.55605875634764,6.5427299904987,-10.710538407248,1.32539396999578e-08,3.00687277502395e-08,9.63552114683699
"7","10344960","Tmem70","70397","transmembrane protein 70",1.67352518242405,7.06167241796585,12.8928177882856,9.65016077479298e-10,3.18430207620769e-09,12.3706651912464
"8","10344966","Ly96","17087","lymphocyte antigen 96",-1.16822198708757,6.35274319793417,-7.79972172620608,8.95597120361795e-07,1.32126610053375e-06,5.23601976652566
"9","10344981","Pi15","94227","peptidase inhibitor 15",-4.43466949818571,5.86043076687328,-33.4727988211237,5.6212496815952e-16,1.06799214571312e-13,26.9919227969847
"10","10344990","Crispld1","83691","cysteine-rich secretory protein LCCL domain containing 1",-0.826060424227551,5.05742901072831,-6.06561700047991,1.80778222694103e-05,2.19433025633239e-05,2.11252974780707
"11","10345058","Tmem14a","75712","transmembrane protein 14A",0.960307135592477,5.10200925192294,5.50353665921248,5.22658340598962e-05,6.07672641131669e-05,1.0154529760487
"12","10345065","Gsta3","14859","glutathione S-transferase, alpha 3",3.72437561358811,7.95384009302368,27.7231774214495,1.02195057675093e-14,5.89363542842156e-13,24.1313346562966
"13","10345074","Cetn4","207175","centrin 4",-1.55446387606163,4.67791086371588,-2.9451434851393,0.00968881419719896,0.0101529490090408,-4.2610019717911
"14","10345203","Paox","212503","polyamine oxidase (exo-N4-amino)",1.87310214935614,7.70725847358764,23.5323357565467,1.25206073957697e-13,2.98251621499821e-12,21.6077204329764
"15","10345241","Dst","13518","dystonin",0.669167411523116,8.3414211105222,5.52880733267846,4.97848410088189e-05,5.79490981926046e-05,1.06560501365946
"16","10345387","Prss39","21755","protease, serine 39",-0.638025450279526,4.57722435373079,-1.12676218981681,0.27684004032666,0.279928911069496,-7.27734805449336
"17","10345580","Inpp4a","269180","inositol polyphosphate-4-phosphatase, type I",-1.22312522937419,7.18136252230516,-11.6533318207577,4.07138337143015e-09,1.08066268880795e-08,10.8683592575142
"18","10345616","Lipt1","623661","lipoyltransferase 1",1.49775316209056,4.63275383674723,8.93245430082786,1.55231961013913e-07,2.67595856707068e-07,7.06486274578096
"19","10345620","Mrpl30","107734","mitochondrial ribosomal protein L30",1.57374147685251,7.35131770309643,17.5366321587712,1.05889285328389e-11,8.33767267699708e-11,17.0583865793506
"20","10345777","Il1rl2","107527","interleukin 1 receptor-like 2",-3.48557173757176,5.64181685632526,-24.5437264583019,6.59165885258388e-14,1.95629641385165e-12,22.2576858245348
"21","10345791","Il1rl1","17082","interleukin 1 receptor-like 1",-2.33507082510135,5.66514686608611,-15.0520479198472,1.0170167813522e-10,4.98200788162394e-10,14.7134255432286
"22","10345807","Il18r1","16182","interleukin 18 receptor 1",-0.757807717955207,3.61936007824568,-4.84924626348401,0.000189284855080664,0.000211404190038374,-0.3072627671547
"23","10345824","Il18rap","16174","interleukin 18 receptor accessory protein",-0.950643607609338,4.54899271582129,-4.53603839124218,0.000356580518913185,0.000391698297290999,-0.954465661466227
"24","10345882","Mrps9","69527","mitochondrial ribosomal protein S9",0.784306526692724,6.01679411406339,7.00653983511614,3.36627499024952e-06,4.504045762066e-06,3.85715581128106
"25","10346015","Col3a1","12825","collagen, type III, alpha 1",-1.85810800005524,10.891653575885,-14.7307114815869,1.3955613685554e-10,6.4739249958123e-10,14.3844931732011
"26","10346150","Tmeff2","56363","transmembrane protein with EGF-like and two follistatin-like domains 2",-2.1963322326466,6.22112450777419,-17.3138721057476,1.28128668902615e-11,9.69080468972834e-11,16.8612953021991
"27","10346168","Stat4","20849","signal transducer and activator of transcription 4",-2.32974560321242,4.80757254976257,-6.21290742681158,1.37845861363292e-05,1.69222967203364e-05,2.39338555906435
"28","10346235","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",2.86523901954583,7.68567948884464,13.3308028285818,5.96414346937424e-10,2.11074115112094e-09,12.8723385325916
"29","10346260","Osgepl1","72085","O-sialoglycoprotein endopeptidase-like 1",1.2548297051704,5.38755667631947,9.53024285771948,6.5402040373153e-08,1.22931612923612e-07,7.96773073763273
"30","10346330","Plcl1","227120","phospholipase C-like 1",-1.41948146542707,6.15705436306575,-7.13440375692694,2.70393693575664e-06,3.67599248565897e-06,4.08509142963164
"31","10346340","Maip1","68115","matrix AAA peptidase interacting protein 1",1.20773643321817,5.70290771432826,5.4301981809296,6.02166153764822e-05,6.95809023305208e-05,0.86948488088942
"32","10346348","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",-1.25087016277239,5.87502636972718,-13.4357279567143,5.32532423492614e-10,1.92219206915008e-09,12.9904038702844
"33","10346365","Sgo2a","68549","shugoshin 2A",-1.56983307636028,4.88568966108564,-5.62655236661295,4.12805181324338e-05,4.83718839810902e-05,1.25887725577036
"34","10346374","Aox1","11761","aldehyde oxidase 1",2.3601598191115,7.9440050279229,20.1259864054453,1.34040863237654e-12,1.6594288851882e-11,19.1874232858023
"35","10346410","Aox3","71724","aldehyde oxidase 3",-1.99393957063172,5.20188227978631,-12.2399576301808,2.02933693432473e-09,5.96345393265664e-09,11.5952065144153
"36","10346544","Ndufb3","66495","NADH:ubiquinone oxidoreductase subunit B3",2.38424420159296,6.54806267243172,26.1218527290807,2.54311002427487e-14,1.04929133115406e-12,23.2179251826379
"37","10346576","Stradb","227154","STE20-related kinase adaptor beta",1.56706687498545,6.62408747278426,16.5856773179115,2.42768645001632e-11,1.58308016575966e-10,16.1998429033247
"38","10346634","Nop58","55989","NOP58 ribonucleoprotein",-1.56498441578252,7.83469029787912,-15.8664784838988,4.68031395009458e-11,2.68087960459706e-10,15.5193130394219
"39","10346668","Fam117b","72750","family with sequence similarity 117, member B",-1.05735545841025,7.18440575528362,-10.2945449162494,2.28976371731901e-08,4.82982163981461e-08,9.06428691896414
"40","10346783","Cd28","12487","CD28 antigen",-0.82527917780488,4.59018026097163,-5.33543425168554,7.23810671008727e-05,8.32201892924624e-05,0.679962899228642
"41","10346790","Ctla4","12477","cytotoxic T-lymphocyte-associated protein 4",-0.926257069187796,4.02972563311103,-4.11103840579004,0.000854241523698506,0.000923381412730547,-1.842084699117
"42","10346799","Icos","54167","inducible T cell co-stimulator",-1.51233624306077,4.77984455688846,-8.91639294157847,1.58967336287868e-07,2.73107390541952e-07,7.04003105788506
"43","10346843","Nrp2","18187","neuropilin 2",-2.18786457826345,7.61621435265966,-20.9160625446194,7.49225106580538e-13,1.07107532842147e-11,19.7836893770113
"44","10346876","Snora41","100217464","small nucleolar RNA, H/ACA box 41",-0.99055110011374,5.25948759575325,-5.80575165001762,2.93782789052894e-05,3.49495465176614e-05,1.6102026622298
"45","10346882","Adam23","23792","a disintegrin and metallopeptidase domain 23",-0.598397296999265,7.37845631915913,-3.47477797796942,0.00321853121289971,0.00340860724237605,-3.17439471352721
"46","10346943","Creb1","12912","cAMP responsive element binding protein 1",-0.794918373222035,7.89601942996228,-10.1146750805554,2.91559913186675e-08,5.94721285941469e-08,8.81182365695634
"47","10346960","Ccnyl1","227210","cyclin Y-like 1",-1.39494416968275,7.43172368926484,-9.99611484549335,3.42504881493159e-08,6.88161109878978e-08,8.64356080630172
"48","10347106","Rpe","66646","ribulose-5-phosphate-3-epimerase",1.67430186439706,7.8208565346941,15.3633332836027,7.52734147086475e-11,3.93421812200192e-10,15.0260500137844
